,Result,Category
79967,White Win,11
79968,White Win,9
79969,Black Win,11
79970,White Win,15
79971,Black Win,6
79972,White Win,10
79973,White Win,9
79974,Black Win,2
79975,White Win,9
79976,Black Win,10
79977,Draw,11
79978,Black Win,9
79979,Black Win,2
79980,Draw,18
79981,White Win,8
79982,Black Win,8
79983,Black Win,13
79984,White Win,10
79985,Black Win,10
79986,Black Win,9
79987,Black Win,8
79988,White Win,12
79989,Black Win,0
79990,Black Win,8
79991,Draw,7
79992,Black Win,6
79993,White Win,5
79994,Black Win,6
79995,White Win,7
79996,White Win,7
79997,Black Win,9
79998,White Win,11
79999,White Win,10
80000,Black Win,5
80001,Black Win,10
80002,White Win,15
80003,White Win,20
80004,Black Win,10
80005,White Win,12
80006,Black Win,5
80007,Black Win,10
80008,Black Win,9
80009,Black Win,7
80010,White Win,18
80011,Black Win,6
80012,Black Win,0
80013,Black Win,7
80014,White Win,8
80015,White Win,11
80016,White Win,10
80017,Black Win,9
80018,Black Win,8
80019,Black Win,11
80020,White Win,11
80021,Black Win,7
80022,White Win,20
80023,Black Win,8
80024,Black Win,8
80025,White Win,12
80026,Black Win,6
80027,White Win,12
80028,Black Win,11
80029,White Win,15
80030,White Win,7
80031,White Win,9
80032,White Win,10
80033,White Win,7
80034,Black Win,8
80035,Black Win,10
80036,White Win,10
80037,White Win,4
80038,White Win,7
80039,Black Win,9
80040,Black Win,11
80041,White Win,8
80042,White Win,10
80043,Black Win,12
80044,Black Win,8
80045,White Win,12
80046,White Win,8
80047,Black Win,4
80048,White Win,10
80049,White Win,9
80050,Black Win,10
80051,White Win,18
80052,Black Win,10
80053,White Win,8
80054,Black Win,11
80055,Black Win,10
80056,Draw,15
80057,White Win,9
80058,Black Win,12
80059,White Win,13
80060,White Win,14
80061,Black Win,5
80062,White Win,14
80063,White Win,12
80064,Black Win,13
80065,White Win,11
80066,Black Win,8
80067,White Win,9
80068,White Win,5
80069,White Win,5
80070,Black Win,14
80071,White Win,19
80072,White Win,8
80073,White Win,9
80074,Draw,8
80075,Black Win,2
80076,Black Win,11
80077,Black Win,12
80078,Black Win,9
80079,White Win,18
80080,Black Win,11
80081,White Win,9
80082,Black Win,12
80083,White Win,9
80084,Black Win,7
80085,White Win,10
80086,White Win,9
80087,Black Win,7
80088,Black Win,6
80089,White Win,10
80090,Black Win,12
80091,White Win,12
80092,White Win,15
80093,White Win,9
80094,Black Win,11
80095,White Win,13
80096,Black Win,6
80097,Black Win,8
80098,Black Win,8
80099,White Win,10
80100,Black Win,7
80101,White Win,14
80102,Black Win,10
80103,White Win,13
80104,Draw,14
80105,White Win,16
80106,White Win,15
80107,Black Win,7
80108,Black Win,4
80109,Black Win,10
80110,White Win,12
80111,White Win,11
80112,Black Win,8
80113,Black Win,13
80114,Black Win,8
80115,Black Win,11
80116,White Win,15
80117,Black Win,12
80118,White Win,11
80119,Draw,12
80120,Black Win,12
80121,Black Win,0
80122,Draw,12
80123,White Win,11
80124,Black Win,8
80125,White Win,11
80126,Black Win,10
80127,White Win,19
80128,Black Win,11
80129,White Win,8
80130,Black Win,9
80131,Black Win,5
80132,Black Win,8
80133,White Win,9
80134,Black Win,8
80135,Draw,9
80136,White Win,9
80137,Black Win,6
80138,Draw,5
80139,White Win,12
80140,White Win,14
80141,White Win,6
80142,White Win,13
80143,White Win,10
80144,Black Win,0
80145,White Win,11
80146,Black Win,12
80147,Black Win,16
80148,White Win,12
80149,Black Win,14
80150,White Win,11
80151,White Win,14
80152,Black Win,7
80153,Black Win,5
80154,White Win,8
80155,Black Win,9
80156,Draw,11
80157,Black Win,10
80158,Black Win,0
80159,White Win,7
80160,White Win,14
80161,Black Win,5
80162,Black Win,11
80163,White Win,9
80164,White Win,10
80165,White Win,19
80166,White Win,17
80167,Black Win,10
80168,White Win,12
80169,White Win,5
80170,Black Win,5
80171,Black Win,9
80172,Black Win,10
80173,Black Win,11
80174,Black Win,4
80175,Black Win,9
80176,Black Win,9
80177,Draw,6
80178,Draw,13
80179,Black Win,7
80180,Black Win,8
80181,White Win,6
80182,White Win,9
80183,White Win,8
80184,Black Win,10
80185,Black Win,1
80186,White Win,14
80187,White Win,19
80188,White Win,13
80189,Black Win,6
80190,Black Win,12
80191,Black Win,6
80192,White Win,10
80193,Black Win,7
80194,White Win,9
80195,Black Win,7
80196,White Win,9
80197,Black Win,6
80198,Black Win,6
80199,White Win,11
80200,White Win,10
80201,White Win,9
80202,White Win,10
80203,White Win,8
80204,Black Win,12
80205,Black Win,7
80206,Black Win,10
80207,Black Win,9
80208,White Win,6
80209,Black Win,10
80210,White Win,13
80211,Black Win,7
80212,White Win,13
80213,White Win,7
80214,White Win,9
80215,Black Win,7
80216,Black Win,8
80217,Black Win,8
80218,Black Win,10
80219,Black Win,9
80220,White Win,7
80221,Black Win,4
80222,White Win,3
80223,White Win,12
80224,White Win,9
80225,White Win,12
80226,White Win,9
80227,Black Win,8
80228,Black Win,12
80229,Black Win,5
80230,Black Win,5
80231,White Win,17
80232,White Win,7
80233,Black Win,10
80234,Black Win,8
80235,Black Win,10
80236,Black Win,8
80237,White Win,9
80238,Black Win,11
80239,Black Win,8
80240,White Win,14
80241,White Win,19
80242,White Win,10
80243,Black Win,11
80244,Black Win,11
80245,White Win,11
80246,Black Win,13
80247,White Win,14
80248,White Win,6
80249,Black Win,9
80250,White Win,8
80251,White Win,10
80252,Black Win,4
80253,Black Win,11
80254,Black Win,7
80255,White Win,9
80256,Black Win,15
80257,Black Win,12
80258,White Win,10
80259,White Win,13
80260,Black Win,10
80261,White Win,15
80262,Black Win,7
80263,Black Win,10
80264,White Win,11
80265,Black Win,9
80266,Black Win,8
80267,Black Win,7
80268,White Win,11
80269,White Win,4
80270,White Win,8
80271,Black Win,9
80272,White Win,12
80273,Black Win,9
80274,Black Win,11
80275,Black Win,11
80276,Black Win,9
80277,White Win,9
80278,White Win,9
80279,White Win,12
80280,White Win,8
80281,Black Win,3
80282,White Win,9
80283,Black Win,13
80284,White Win,4
80285,Black Win,6
80286,Black Win,5
80287,White Win,11
80288,Black Win,11
80289,White Win,7
80290,Black Win,10
80291,White Win,7
80292,Black Win,9
80293,White Win,12
80294,White Win,12
80295,White Win,7
80296,White Win,6
80297,White Win,11
80298,White Win,10
80299,White Win,9
80300,White Win,7
80301,Black Win,11
80302,White Win,12
80303,Black Win,9
80304,White Win,13
80305,White Win,12
80306,Black Win,9
80307,Black Win,9
80308,Black Win,11
80309,Black Win,12
80310,Black Win,11
80311,Black Win,8
80312,White Win,14
80313,White Win,11
80314,Black Win,7
80315,White Win,19
80316,White Win,10
80317,White Win,12
80318,White Win,15
80319,Black Win,7
80320,White Win,12
80321,Black Win,7
80322,Black Win,6
80323,Draw,11
80324,White Win,13
80325,White Win,11
80326,Black Win,8
80327,White Win,10
80328,White Win,8
80329,Black Win,6
80330,Black Win,10
80331,White Win,6
80332,Black Win,4
80333,White Win,11
80334,Black Win,12
80335,Black Win,9
80336,White Win,11
80337,White Win,9
80338,White Win,9
80339,Black Win,10
80340,Black Win,7
80341,White Win,7
80342,White Win,12
80343,Draw,9
80344,White Win,9
80345,White Win,12
80346,Black Win,7
80347,White Win,11
80348,White Win,7
80349,Black Win,9
80350,Black Win,9
80351,White Win,10
80352,White Win,15
80353,White Win,11
80354,Black Win,10
80355,White Win,20
80356,Black Win,8
80357,Black Win,8
80358,White Win,15
80359,Black Win,9
80360,Black Win,8
80361,White Win,15
80362,Black Win,10
80363,White Win,13
80364,Black Win,8
80365,Black Win,7
80366,White Win,11
80367,White Win,6
80368,Black Win,7
80369,Black Win,3
80370,White Win,11
80371,Black Win,9
80372,White Win,8
80373,White Win,11
80374,White Win,5
80375,White Win,7
80376,White Win,13
80377,Black Win,6
80378,White Win,7
80379,Black Win,4
80380,Black Win,8
80381,White Win,9
80382,Black Win,5
80383,Black Win,10
80384,Black Win,6
80385,White Win,9
80386,Black Win,7
80387,Black Win,7
80388,Draw,7
80389,Black Win,9
80390,Black Win,11
80391,White Win,10
80392,White Win,10
80393,White Win,11
80394,White Win,8
80395,White Win,13
80396,White Win,10
80397,Black Win,12
80398,Black Win,13
80399,White Win,9
80400,White Win,11
80401,Black Win,11
80402,White Win,16
80403,Black Win,8
80404,Black Win,8
80405,Black Win,6
80406,Black Win,4
80407,White Win,10
80408,Black Win,9
80409,White Win,14
80410,Black Win,2
80411,Black Win,9
80412,Black Win,8
80413,Black Win,7
80414,White Win,10
80415,Black Win,11
80416,Black Win,12
80417,Black Win,13
80418,White Win,8
80419,Black Win,12
80420,Black Win,11
80421,White Win,2
80422,Black Win,12
80423,White Win,12
80424,White Win,12
80425,White Win,13
80426,White Win,7
80427,Black Win,11
80428,Black Win,9
80429,White Win,6
80430,White Win,12
80431,Black Win,10
80432,White Win,7
80433,White Win,10
80434,Black Win,9
80435,Black Win,12
80436,Draw,6
80437,Draw,8
80438,Black Win,13
80439,White Win,9
80440,Black Win,11
80441,Draw,9
80442,White Win,12
80443,Black Win,6
80444,Black Win,5
80445,Black Win,6
80446,White Win,17
80447,White Win,9
80448,Black Win,13
80449,White Win,13
80450,White Win,20
80451,Black Win,10
80452,Draw,11
80453,Black Win,0
80454,Draw,8
80455,Black Win,8
80456,Black Win,8
80457,Black Win,8
80458,White Win,15
80459,Black Win,10
80460,White Win,8
80461,Black Win,8
80462,Black Win,10
80463,Black Win,8
80464,White Win,13
80465,Black Win,0
80466,White Win,14
80467,White Win,16
80468,Black Win,0
80469,Black Win,9
80470,White Win,11
80471,White Win,4
80472,White Win,6
80473,Black Win,9
80474,White Win,8
80475,Black Win,5
80476,Black Win,12
80477,Black Win,11
80478,Black Win,8
80479,Black Win,12
80480,White Win,12
80481,White Win,15
80482,Black Win,11
80483,White Win,11
80484,Black Win,13
80485,Black Win,6
80486,Black Win,13
80487,Black Win,6
80488,White Win,9
80489,White Win,9
80490,White Win,6
80491,White Win,7
80492,Black Win,5
80493,Black Win,13
80494,Black Win,7
80495,White Win,7
80496,Black Win,11
80497,White Win,8
80498,Draw,4
80499,Black Win,7
80500,White Win,12
80501,Black Win,0
80502,White Win,9
80503,Black Win,9
80504,White Win,7
80505,Black Win,14
80506,White Win,11
80507,Black Win,6
80508,White Win,13
80509,Black Win,10
80510,White Win,9
80511,White Win,17
80512,Black Win,7
80513,White Win,14
80514,Black Win,7
80515,Black Win,3
80516,White Win,12
80517,Black Win,13
80518,White Win,10
80519,White Win,10
80520,White Win,8
80521,Black Win,12
80522,White Win,10
80523,White Win,11
80524,White Win,8
80525,Black Win,2
80526,White Win,11
80527,White Win,6
80528,Black Win,3
80529,Black Win,9
80530,Black Win,10
80531,White Win,8
80532,Black Win,15
80533,Black Win,7
80534,White Win,12
80535,Black Win,9
80536,Black Win,12
80537,White Win,13
80538,White Win,13
80539,Black Win,10
80540,Black Win,3
80541,White Win,11
80542,White Win,9
80543,White Win,9
80544,White Win,9
80545,Black Win,6
80546,White Win,13
80547,White Win,10
80548,Black Win,7
80549,White Win,10
80550,White Win,10
80551,White Win,10
80552,Black Win,14
80553,Black Win,9
80554,Black Win,8
80555,Black Win,12
80556,White Win,5
80557,White Win,12
80558,White Win,9
80559,White Win,10
80560,Black Win,9
80561,Draw,13
80562,White Win,11
80563,White Win,7
80564,Black Win,9
80565,White Win,12
80566,Black Win,9
80567,Black Win,13
80568,Black Win,6
80569,White Win,7
80570,White Win,10
80571,White Win,7
80572,Black Win,11
80573,White Win,14
80574,White Win,7
80575,Black Win,9
80576,White Win,10
80577,White Win,14
80578,Black Win,7
80579,White Win,11
80580,White Win,10
80581,Black Win,10
80582,Black Win,8
80583,Black Win,11
80584,White Win,4
80585,White Win,10
80586,White Win,8
80587,White Win,12
80588,Black Win,10
80589,Black Win,12
80590,White Win,8
80591,Black Win,12
80592,White Win,11
80593,Black Win,7
80594,Black Win,10
80595,White Win,11
80596,Black Win,6
80597,Black Win,10
80598,Black Win,9
80599,Black Win,3
80600,White Win,14
80601,White Win,12
80602,White Win,6
80603,White Win,20
80604,White Win,10
80605,Black Win,4
80606,Black Win,7
80607,White Win,4
80608,Black Win,12
80609,Black Win,10
80610,White Win,9
80611,White Win,12
80612,Black Win,5
80613,Black Win,12
80614,White Win,8
80615,Black Win,6
80616,White Win,12
80617,Black Win,7
80618,Draw,12
80619,Black Win,8
80620,Black Win,7
80621,Black Win,2
80622,White Win,15
80623,White Win,10
80624,Black Win,3
80625,Black Win,11
80626,Black Win,6
80627,White Win,14
80628,Black Win,13
80629,Black Win,5
80630,Draw,9
80631,White Win,12
80632,Black Win,9
80633,White Win,10
80634,Black Win,7
80635,White Win,14
80636,Black Win,4
80637,Black Win,7
80638,White Win,10
80639,Black Win,10
80640,White Win,9
80641,Black Win,10
80642,White Win,10
80643,White Win,8
80644,Black Win,7
80645,White Win,10
80646,White Win,11
80647,White Win,19
80648,Black Win,12
80649,White Win,9
80650,White Win,9
80651,White Win,9
80652,White Win,7
80653,Black Win,8
80654,White Win,9
80655,White Win,8
80656,Black Win,7
80657,White Win,13
80658,Black Win,12
80659,Black Win,9
80660,White Win,16
80661,White Win,15
80662,White Win,14
80663,White Win,11
80664,Black Win,8
80665,White Win,9
80666,Black Win,11
80667,Black Win,12
80668,White Win,10
80669,White Win,12
80670,White Win,11
80671,White Win,15
80672,Black Win,7
80673,White Win,7
80674,Black Win,10
80675,Draw,12
80676,White Win,10
80677,Black Win,9
80678,Black Win,9
80679,Black Win,3
80680,Black Win,11
80681,White Win,12
80682,Black Win,13
80683,Black Win,8
80684,White Win,13
80685,Black Win,9
80686,White Win,9
80687,White Win,9
80688,Black Win,7
80689,Black Win,11
80690,White Win,9
80691,White Win,10
80692,Draw,8
80693,Black Win,7
80694,White Win,7
80695,White Win,10
80696,Black Win,0
80697,White Win,14
80698,Black Win,12
80699,Black Win,8
80700,White Win,12
80701,White Win,10
80702,Black Win,9
80703,White Win,10
80704,White Win,8
80705,Black Win,8
80706,White Win,15
80707,White Win,9
80708,Black Win,9
80709,Black Win,1
80710,Black Win,5
80711,White Win,8
80712,White Win,8
80713,Black Win,0
80714,White Win,11
80715,Black Win,5
80716,White Win,20
80717,White Win,12
80718,Black Win,6
80719,White Win,8
80720,White Win,10
80721,White Win,19
80722,Black Win,7
80723,White Win,19
80724,Black Win,7
80725,White Win,11
80726,White Win,11
80727,White Win,10
80728,White Win,8
80729,Black Win,4
80730,White Win,13
80731,White Win,17
80732,Black Win,9
80733,White Win,12
80734,Black Win,10
80735,White Win,10
80736,Black Win,4
80737,Black Win,8
80738,Black Win,12
80739,Black Win,0
80740,White Win,10
80741,Black Win,6
80742,Black Win,14
80743,White Win,7
80744,White Win,9
80745,Black Win,5
80746,Black Win,10
80747,White Win,9
80748,White Win,13
80749,Black Win,6
80750,Black Win,5
80751,Black Win,4
80752,Black Win,9
80753,Black Win,11
80754,White Win,15
80755,White Win,12
80756,White Win,9
80757,White Win,6
80758,Black Win,9
80759,Black Win,11
80760,White Win,9
80761,Black Win,15
80762,Black Win,11
80763,White Win,14
80764,Black Win,7
80765,White Win,17
80766,White Win,3
80767,Black Win,15
80768,Black Win,9
80769,White Win,10
80770,Black Win,5
80771,Black Win,4
80772,White Win,10
80773,Black Win,10
80774,White Win,6
80775,White Win,10
80776,White Win,12
80777,White Win,9
80778,White Win,11
80779,Black Win,5
80780,White Win,14
80781,Black Win,10
80782,Black Win,12
80783,White Win,10
80784,Black Win,7
80785,White Win,12
80786,White Win,14
80787,White Win,13
80788,Black Win,5
80789,White Win,13
80790,Black Win,3
80791,White Win,11
80792,Black Win,12
80793,Black Win,7
80794,White Win,9
80795,Black Win,14
80796,Black Win,9
80797,White Win,20
80798,White Win,10
80799,Black Win,4
80800,Black Win,10
80801,Black Win,2
80802,Black Win,6
80803,Black Win,6
80804,Black Win,8
80805,White Win,11
80806,Black Win,9
80807,White Win,10
80808,White Win,9
80809,Black Win,7
80810,White Win,20
80811,White Win,12
80812,Black Win,11
80813,White Win,9
80814,Black Win,12
80815,Black Win,5
80816,White Win,9
80817,Black Win,2
80818,Black Win,13
80819,White Win,9
80820,Black Win,7
80821,Black Win,10
80822,White Win,14
80823,White Win,9
80824,Black Win,14
80825,White Win,8
80826,Black Win,7
80827,Black Win,7
80828,White Win,12
80829,Black Win,7
80830,Black Win,11
80831,White Win,20
80832,Black Win,11
80833,Black Win,9
80834,Draw,9
80835,White Win,12
80836,Black Win,9
80837,White Win,9
80838,White Win,14
80839,White Win,13
80840,Black Win,8
80841,Black Win,11
80842,Black Win,11
80843,Black Win,0
80844,White Win,14
80845,Black Win,8
80846,White Win,11
80847,Black Win,11
80848,White Win,9
80849,Black Win,7
80850,White Win,8
80851,Black Win,10
80852,Black Win,4
80853,White Win,7
80854,Black Win,11
80855,White Win,6
80856,White Win,9
80857,Black Win,5
80858,White Win,6
80859,Black Win,9
80860,White Win,11
80861,Black Win,0
80862,White Win,13
80863,White Win,16
80864,White Win,12
80865,Black Win,13
80866,White Win,12
80867,White Win,12
80868,Black Win,9
80869,Black Win,2
80870,Black Win,14
80871,Black Win,9
80872,Black Win,6
80873,White Win,14
80874,Draw,9
80875,Black Win,11
80876,Black Win,6
80877,Black Win,11
80878,Black Win,10
80879,Black Win,0
80880,Black Win,0
80881,Black Win,9
80882,White Win,9
80883,Black Win,17
80884,Black Win,10
80885,Black Win,7
80886,Black Win,9
80887,White Win,11
80888,Black Win,7
80889,Black Win,9
80890,Black Win,7
80891,White Win,15
80892,White Win,10
80893,White Win,10
80894,White Win,11
80895,White Win,9
80896,Black Win,9
80897,Black Win,9
80898,White Win,11
80899,Black Win,0
80900,White Win,11
80901,White Win,13
80902,Black Win,5
80903,Draw,9
80904,White Win,7
80905,Black Win,5
80906,White Win,17
80907,White Win,13
80908,Black Win,6
80909,Black Win,8
80910,White Win,10
80911,Black Win,13
80912,White Win,7
80913,White Win,16
80914,Black Win,3
80915,Black Win,7
80916,White Win,13
80917,Black Win,3
80918,Black Win,7
80919,White Win,7
80920,White Win,10
80921,Black Win,8
80922,Black Win,9
80923,Black Win,10
80924,Black Win,6
80925,Black Win,5
80926,Black Win,8
80927,Black Win,0
80928,Draw,9
80929,White Win,5
80930,Black Win,6
80931,Black Win,11
80932,White Win,11
80933,White Win,5
80934,White Win,14
80935,White Win,10
80936,Black Win,4
80937,White Win,9
80938,White Win,8
80939,White Win,8
80940,Black Win,9
80941,White Win,12
80942,Draw,10
80943,Black Win,3
80944,White Win,13
80945,White Win,10
80946,Black Win,6
